Entity,Code,Year,$10 - total number of people above poverty line,$5.50-$10 - total number of people between poverty lines,$3.20-$5.50 - total number of people between poverty lines,$1.90-$3.20 - total number of people between poverty lines,$1.90 - total number of people below poverty line
Rwanda,RWA,2005,234898,323620,711581,1459220,6110901
Rwanda,RWA,2010,246250,432666,929908,2085615,6344899
Rwanda,RWA,2013,263288,537042,1157386,2594228,6259594
Rwanda,RWA,2016,217640,731417,1354906,2770107,6594759
Rwanda - rural,,1984,11757,111607,427618,1450960,3606471
Saint Lucia,LCA,1995,5941,15606,34004,40386,50934
Saint Lucia,LCA,2016,105839,38391,17426,10126,8246
Samoa,WSM,2002,49529,62240,43708,17326,3607
Samoa,WSM,2008,54519,62887,48253,16474,1137
Samoa,WSM,2013,54275,71779,46284,16200,2174
Sao Tome and Principe,STP,2000,1477,12014,34301,49831,44641
Sao Tome and Principe,STP,2010,1653,11379,37501,67442,62397
Sao Tome and Principe,STP,2017,11201,24309,53608,65043,52925
Senegal,SEN,1991,159675,324053,715102,1254320,5302353
Senegal,SEN,1994,113739,318917,977460,2191540,4859410
Senegal,SEN,2001,218070,579633,1510245,2761511,4966643
Senegal,SEN,2005,301902,939561,2335768,3266031,4246861
Senegal,SEN,2011,387233,1121568,2608807,3894565,5021641
Senegal,SEN,2018,1623395,3636317,5199612,4189711,1205289
Serbia,SRB,2002,4715708,2209894,491602,69723,9595
Serbia,SRB,2003,4074561,2579481,695567,102521,28461
Serbia,SRB,2004,3521858,2687163,1038090,156589,59457
Serbia,SRB,2005,3842872,2453840,875250,210193,58614
Serbia,SRB,2006,3934830,2708446,631878,101541,34874
Serbia,SRB,2007,4002591,2708394,573698,69635,27261
Serbia,SRB,2008,4179763,2637108,467321,57799,8231
Serbia,SRB,2009,4097472,2617177,500368,95211,10579
Serbia,SRB,2010,3841541,2642785,663555,136425,7130
Serbia,SRB,2012,3669796,1941148,870332,333357,384444
Serbia,SRB,2013,3723969,2647456,689825,86728,16154
Serbia,SRB,2014,3372284,1947030,940374,376353,494535
Serbia,SRB,2015,4359805,2280816,393431,56242,5089
Serbia,SRB,2016,3634905,1873462,781088,320213,448654
Serbia,SRB,2017,3780838,1884907,727227,248394,379492
Serbia,SRB,2018,4573390,2001208,360415,45004,2587
Serbia,SRB,2019,4405967,1976583,486327,73217,3141
Seychelles,SYC,1999,53680,19023,5293,1804,610
Seychelles,SYC,2006,51544,20958,10379,1404,315
Seychelles,SYC,2013,66834,16800,3498,1780,1037
Seychelles,SYC,2018,79676,12082,3972,594,438
Sierra Leone,SLE,1989,40147,153694,395658,563631,3101304
Sierra Leone,SLE,2003,32827,170598,376618,823410,3797621
Sierra Leone,SLE,2011,31029,298545,815000,1830496,3588168
Sierra Leone,SLE,2018,141818,416258,1280678,2522518,3288877
Slovakia,SVK,1992,4483147,782399,39470,0,0
Slovakia,SVK,1996,4232224,885998,134492,53791,66856
Slovakia,SVK,2004,3375294,1707736,263571,21649,4030
Slovakia,SVK,2005,3874802,1296432,188838,10288,2447
Slovakia,SVK,2006,4423047,887918,59821,2268,0
Slovakia,SVK,2007,4506184,806581,58713,3144,0
Slovakia,SVK,2008,4612650,730219,33333,3031,0
Slovakia,SVK,2009,4361557,978118,46731,0,0
Slovakia,SVK,2010,4928902,343486,75144,17203,26693
Slovakia,SVK,2011,4997347,279227,83128,15800,22882
Slovakia,SVK,2012,4912999,348920,105385,23348,16927
Slovakia,SVK,2013,4889940,364578,116708,26928,15239
Slovakia,SVK,2014,4896085,331839,127461,29178,34086
Slovakia,SVK,2015,4922513,349765,97364,18266,35893
Slovakia,SVK,2016,4996440,261580,76483,24004,72291
Slovakia,SVK,2017,5119404,207523,61786,40211,10308
Slovakia,SVK,2018,5099462,213912,78988,45179,9230
Slovakia,SVK,2019,5170899,213806,47669,16319,5454
Slovenia,SVN,1987,1982413,6071,729,243,320
Slovenia,SVN,1993,1798295,182435,8994,1215,807
Slovenia,SVN,1997,1887365,84273,9721,4597,0
Slovenia,SVN,1998,1841400,132654,6289,725,561
Slovenia,SVN,1999,1889358,78882,9903,4902,0
Slovenia,SVN,2002,1825216,152896,13739,2679,0
Slovenia,SVN,2003,1805330,177935,12468,0,0
Slovenia,SVN,2004,1948352,41751,3631,2760,518
Slovenia,SVN,2005,1961896,30740,4326,1641,1871
Slovenia,SVN,2006,1974349,27046,3597,863,1013
Slovenia,SVN,2007,1987253,27729,1450,1037,653
Slovenia,SVN,2008,1998361,21880,1075,0,0
Slovenia,SVN,2009,2011129,25301,2912,327,0
Slovenia,SVN,2010,2021896,25229,1270,0,188
Slovenia,SVN,2011,2025694,23876,2809,464,0
Slovenia,SVN,2012,2018388,34776,3033,422,540
Slovenia,SVN,2013,2010366,45313,3230,596,448
Slovenia,SVN,2014,2026516,32290,2196,978,0
Slovenia,SVN,2015,2032911,27573,2947,0,100
Slovenia,SVN,2016,2041308,21035,2699,0,0
Slovenia,SVN,2017,2049808,14448,2132,0,0
Slovenia,SVN,2018,2058029,14343,1522,0,0
Slovenia,SVN,2019,2075478,11363,1218,326,0
Solomon Islands,SLB,2005,15646,38355,72916,114481,228520
Solomon Islands,SLB,2012,19658,66757,146711,185826,137114
Somalia,SOM,2017,53417,258876,1301657,2964751,10010464
South Africa,ZAF,1993,7376024,5759951,6739422,7283088,12475269
South Africa,ZAF,2000,7074367,6343495,7642919,8271588,15635344
South Africa,ZAF,2005,9585754,5886837,9255251,10858202,12294551
South Africa,ZAF,2008,12984510,8116807,10359512,9984568,8334075
South Africa,ZAF,2010,14123267,8408600,10464635,9937449,8283016
South Africa,ZAF,2014,14668167,8837149,10689401,10150137,10199330
South Asia,,1981,5677157,23915531,90860309,265228635,536545000
South Asia,,1982,5695066,24689684,93604787,274387265,545938371
South Asia,,1983,6134130,26715523,101596601,290009467,542380737
South Asia,,1984,7155069,29145444,109408696,304608490,539410563
South Asia,,1985,8271950,31434785,116740740,318307729,538187098
South Asia,,1986,9144877,32962891,121686287,329790006,542853817
South Asia,,1987,10005689,34489562,126071720,341005842,548635731
South Asia,,1988,10609225,36605756,133757653,356715791,546592734
South Asia,,1989,10582984,38323600,139704450,366942692,553148640
South Asia,,1990,10230408,39367955,144703971,377891005,561301855
South Asia,,1991,10065344,40720099,151522343,390156514,566191316
South Asia,,1992,10383528,44029204,163525927,408245399,557949282
South Asia,,1993,10882603,47192374,173447554,421959163,556366080
South Asia,,1994,11639922,49881057,179919324,436184639,558068922
South Asia,,1995,13564984,55546496,193216819,452631918,546627563
South Asia,,1996,14928365,59500573,205479771,467019995,540547499
South Asia,,2002,22597658,75994338,243057882,529219883,571774283
South Asia,,2003,25037602,82263176,254833685,540685473,565504487
South Asia,,2004,27943448,90856202,272928694,552441852,549587650
South Asia,,2005,30831773,98431123,289778923,569300707,530519020
South Asia,,2006,32640224,104329693,305196026,584094447,517350296
South Asia,,2007,34596655,112751026,325279214,597481392,497894888
South Asia,,2008,35805605,119172253,341155079,612171032,483706846
South Asia,,2009,37431088,124701724,358584189,621665477,473227709
South Asia,,2010,42384609,138842071,393730019,638822006,425014222
South Asia,,2011,52677102,162753225,446652275,651139629,348309927
South Asia,,2012,58190819,178571389,473591317,650901327,322485600
South Asia,,2013,63143365,195996994,506615970,648368436,291636780
South Asia,,2014,69329649,213730081,536083786,645752743,262735763
South Korea,KOR,2006,46035283,1799312,365283,117588,120826
South Korea,KOR,2008,46727993,1716372,377069,114189,119085
South Korea,KOR,2010,47201922,1613817,367755,124879,245739
South Korea,KOR,2012,48195528,1382803,372051,124332,125139
South Korea,KOR,2014,49099533,1148351,245939,133255,119581
South Korea,KOR,2016,49810378,1029902,261430,0,116093
South Sudan,SSD,2009,306112,963653,1735021,2034688,4102784
South Sudan,SSD,2016,46632,188118,665784,1644698,8287288
Spain,ESP,1980,27931769,7123147,1783534,466411,186304
Spain,ESP,1985,28571354,7408880,1932894,465090,91294
Spain,ESP,1990,34106104,3693790,681550,193708,192170
Spain,ESP,1995,35255118,2782508,991966,199961,494497
Spain,ESP,2000,38647129,1315107,309433,98475,197720
Spain,ESP,2003,39793147,1505043,384589,159460,345406
Spain,ESP,2004,40311535,1701827,358067,189453,361013
Spain,ESP,2005,41114428,1529204,532442,146006,331075
Spain,ESP,2006,41545181,1786652,562495,161295,341696
Spain,ESP,2007,43106629,1438517,362917,133058,185682
Spain,ESP,2008,43807501,1352323,379200,171338,243744
Spain,ESP,2009,43996063,1308705,550697,130594,376887
Spain,ESP,2010,43848273,1637469,594770,178420,317965
Spain,ESP,2011,43404462,2006732,557934,238629,534940
Spain,ESP,2012,43247959,2092796,683482,304961,443857
Spain,ESP,2013,42388270,2668946,753093,270445,539291
Spain,ESP,2014,42122562,3000060,663708,304005,390547
Spain,ESP,2015,42449862,2494654,796758,266288,437270
Spain,ESP,2016,42707813,2278029,709071,245548,543601
Spain,ESP,2017,43532935,2017214,525442,197197,320448
Spain,ESP,2018,43711788,1962935,523238,189163,410630
Spain,ESP,2019,44339310,1601124,629506,188935,374646
Sri Lanka,LKA,1985,637898,2297466,5670790,5290227,2279901
Sri Lanka,LKA,1990,736275,2491197,6391155,6095553,1611589
Sri Lanka,LKA,1995,1179987,3176823,6092916,6058147,1735044
Sri Lanka,LKA,2002,1909001,3793821,6160323,5529402,1669929
Sri Lanka,LKA,2006,2716663,4971284,6944536,4193576,869918
Sri Lanka,LKA,2009,2704352,5758225,7655301,3435480,570150
Sri Lanka,LKA,2012,3509421,6364517,7239651,2921845,389566
Sri Lanka,LKA,2016,4698967,7606099,6565633,2131854,200447
Sub-Saharan Africa,,1990,20115993,35615267,69193225,103943521,280583869
Sub-Saharan Africa,,1991,19942291,35058903,67936724,103232803,297556239
Sub-Saharan Africa,,1992,19075139,33926676,67688112,103597577,313958935
Sub-Saharan Africa,,1993,17940889,32570470,66751430,105498033,330259563
Sub-Saharan Africa,,1994,18348457,32768711,67466429,107312333,342176140
Sub-Saharan Africa,,1995,19653170,34601337,70211282,110868872,348078626
Sub-Saharan Africa,,1996,21322145,37165107,72703389,116308171,351568962
Sub-Saharan Africa,,1997,21707006,38353590,74676833,120712890,359604022
Sub-Saharan Africa,,1998,21775213,38954440,76276105,125756094,368638851
Sub-Saharan Africa,,1999,21326684,39555149,78490080,131230712,377545713
Sub-Saharan Africa,,2000,21565647,40463658,81227650,137332063,384738570
Sub-Saharan Africa,,2001,22152438,41707550,85294395,143630064,390171576
Sub-Saharan Africa,,2002,23024969,43076791,89686041,151572957,393705439
Sub-Saharan Africa,,2003,23167509,43864422,94112964,161646131,396925139
Sub-Saharan Africa,,2004,24823185,46957494,104147961,173420210,389634397
Sub-Saharan Africa,,2005,26511877,50297282,112554118,181873931,387687456
Sub-Saharan Africa,,2006,29068511,54617673,119392802,187848323,388639537
Sub-Saharan Africa,,2007,31077668,58210433,125627093,196082737,389910636
Sub-Saharan Africa,,2008,32936782,62322277,132850878,204929204,389906349
Sub-Saharan Africa,,2009,33832793,64575220,137778800,211604625,397863771
Sub-Saharan Africa,,2010,36562106,69843959,147711645,221409088,393498317
Sub-Saharan Africa,,2011,38486699,73993864,154696941,231567820,394300539
Sub-Saharan Africa,,2012,40062068,76945312,161324055,240048142,399346303
Sub-Saharan Africa,,2013,42140211,81827956,169336385,248744335,400990587
Sub-Saharan Africa,,2014,44676476,87817390,178480650,257155625,400828211
Sub-Saharan Africa,,2015,45906291,90487951,184287960,263289707,411486589
Sub-Saharan Africa,,2016,47619662,94696359,192160215,270274467,417779542
Sub-Saharan Africa,,2017,50798327,99437344,202682944,277415776,419828419
Sub-Saharan Africa,,2018,54321851,104385753,214718691,285065046,419828171
Sub-Saharan Africa,,2019,57351737,108548208,224837340,291906899,424313686
Sudan,SDN,2009,1879933,6796650,10895698,8907508,5303990
Sudan,SDN,2014,1701081,6174473,13398441,12084072,4619590
Suriname - urban,,1999,79681,80228,43213,40479,65276
Sweden,SWE,1967,6276066,746463,138070,98343,608989
Sweden,SWE,1975,8008289,122746,20523,0,40879
Sweden,SWE,1981,8075571,184671,18753,20733,20775
Sweden,SWE,1987,8229969,126101,21054,0,20680
Sweden,SWE,1992,8516490,87035,43434,0,21108
Sweden,SWE,1995,8584377,154774,43654,22309,21825
Sweden,SWE,2000,8761290,89026,21793,0,0
Sweden,SWE,2003,8806859,76804,36506,9061,28999
Sweden,SWE,2004,8851327,63275,32049,12321,34559
Sweden,SWE,2005,8799969,82399,39266,14347,93591
Sweden,SWE,2006,8933936,68526,35664,11007,31372
Sweden,SWE,2007,9020112,56674,25705,8017,37584
Sweden,SWE,2008,9067905,63748,21213,15805,50966
Sweden,SWE,2009,9139985,67203,33553,17970,39804
Sweden,SWE,2010,9215664,52782,46235,17413,46032
Sweden,SWE,2011,9266877,77038,33606,21379,50313
Sweden,SWE,2012,9343811,88253,36331,7475,43504
Sweden,SWE,2013,9397328,96013,34707,11169,61162
Sweden,SWE,2014,9545417,59237,30771,15494,45191
Sweden,SWE,2015,9630809,71186,17950,36296,42945
Sweden,SWE,2016,9754534,105619,16863,20125,25944
Sweden,SWE,2017,9934411,72874,23710,1725,24978
Sweden,SWE,2018,9955383,96277,33719,19282,70553
Sweden,SWE,2019,10137774,84516,17745,11251,27601
Switzerland,CHE,1982,6312870,33866,0,0,44573
Switzerland,CHE,1992,6755163,51646,18642,15910,34003
Switzerland,CHE,2000,7097423,69521,0,17306,0
Switzerland,CHE,2002,7248833,18041,17879,0,0
Switzerland,CHE,2006,7419767,39491,16810,4381,3485
Switzerland,CHE,2007,7477922,48712,18058,4853,1572
Switzerland,CHE,2008,7582918,45187,8413,5920,5237
Switzerland,CHE,2009,7692863,34527,6814,6680,2947
Switzerland,CHE,2010,7770205,36957,9156,4783,3808
Switzerland,CHE,2011,7874737,33709,3120,586,246
Switzerland,CHE,2012,7982035,12578,1531,0,717
Switzerland,CHE,2013,8068361,14990,2099,484,3412
Switzerland,CHE,2014,8175777,2969,7220,0,2683
Switzerland,CHE,2015,8268455,10798,613,0,2530
Switzerland,CHE,2016,8342996,19259,6829,1384,2870
Switzerland,CHE,2017,8419542,26916,3537,1845,0
Switzerland,CHE,2018,8443079,59265,8615,773,2597
Syria,SYR,1996,2188464,4744317,5344384,2166359,310624
Syria,SYR,2003,4367571,6065820,5202576,1622577,156670
Taiwan,TWN,1981,13297172,4281373,407821,42870,0
Taiwan,TWN,1986,17471609,1794151,97752,47696,0
Taiwan,TWN,1991,20298345,204968,0,0,0
Taiwan,TWN,1995,20834122,264972,52908,53483,52554
Taiwan,TWN,1997,21441422,106458,52271,0,0
Taiwan,TWN,2000,22062491,54845,55193,0,0
Taiwan,TWN,2005,22552951,112939,56669,0,0
Taiwan,TWN,2007,22730223,114495,57179,0,0
Taiwan,TWN,2010,22676068,347159,59389,55765,0
Taiwan,TWN,2013,22995130,233646,57260,58177,0
Taiwan,TWN,2016,23273805,176332,58225,0,0
Tajikistan,TJK,1999,7843,135519,775633,2097698,3102971
Tajikistan,TJK,2003,117782,601714,1684243,2371128,1766683
Tajikistan,TJK,2004,303582,1061335,2295974,2117473,884027
Tajikistan,TJK,2007,331525,1738598,2792549,1548207,651788
Tajikistan,TJK,2009,686164,2273303,2751977,1362156,291152
Tajikistan,TJK,2015,1323102,2860734,2766225,1155592,348366
Tanzania,TZA,1991,62881,403987,1764459,4979346,18845932
Tanzania,TZA,2000,31817,167403,1038217,3375372,28886368
Tanzania,TZA,2007,545474,1521904,4526977,9576119,24510942
Tanzania,TZA,2011,753145,2354460,6273201,13621303,22671411
Tanzania,TZA,2018,1213958,3399098,8454234,15446990,27799164
Thailand,THA,1981,5528546,9308937,12802554,11350727,9335505
Thailand,THA,1988,6404341,11068486,15675676,14033350,7709667
Thailand,THA,1990,8530663,11510535,16202360,15130742,5183896
Thailand,THA,1992,11437425,12998218,16746487,12838975,3789920
Thailand,THA,1994,12802873,16320247,18470773,9437880,1843502
Thailand,THA,1996,15086558,18002175,18029126,7699271,1313060
Thailand,THA,1998,16372711,18177570,18211446,7927573,895803
Thailand,THA,1999,14789836,17721238,18535378,9671402,1580715
Thailand,THA,2000,15049687,17319187,19073703,9998122,1511940
Thailand,THA,2002,18282857,20321083,17901914,6851708,711531
Thailand,THA,2004,22365729,20914511,16039594,5204546,470923
Thailand,THA,2006,27015477,21180212,13626077,3544688,446086
Thailand,THA,2007,27868538,22121068,13359151,2611133,222174
Thailand,THA,2008,29733469,21813430,12749536,2142543,92002
Thailand,THA,2009,31725657,21774076,11414103,1840669,112329
Thailand,THA,2010,32838906,22601861,10153315,1511669,89281
Thailand,THA,2011,34680932,23809199,8140659,857836,29753
Thailand,THA,2012,36936409,21774957,8167426,919148,38029
Thailand,THA,2013,38602675,21824447,6980658,710013,26726
Thailand,THA,2014,39350787,22000220,6496167,569516,22058
Thailand,THA,2015,42364317,21545292,4477487,309815,17608
Thailand,THA,2016,41675679,21626676,5287463,362686,18809
Thailand,THA,2017,42783584,21168616,4951640,285320,20657
Thailand,THA,2018,42099941,21502454,5459637,349716,16706
Thailand,THA,2019,43723873,21609176,4049761,187842,54929
Thailand,THA,2020,44908321,20440724,4209607,210971,30355
Timor,TLS,2001,16204,64802,190627,282383,347198
Timor,TLS,2007,4268,37138,193461,413957,387564
Timor,TLS,2014,14639,81399,304677,515755,257863
Togo,TGO,2006,98489,371786,777407,1256332,3258867
Togo,TGO,2011,143407,475367,969395,1378737,3629033
Togo,TGO,2015,139563,536217,1213073,1688948,3745361
Togo,TGO,2018,574516,1160161,2065841,2189063,1899514
Tonga,TON,2000,37664,33071,19532,5211,2484
Tonga,TON,2009,34519,36219,23954,8055,1150
Tonga,TON,2015,32211,40904,20118,6587,960
Trinidad and Tobago,TTO,1988,644705,300054,164411,89779,5201
Trinidad and Tobago,TTO,1992,449617,392426,239964,115161,39517
Tunisia,TUN,1985,826791,1604696,2117120,1674591,1106392
Tunisia,TUN,1990,1081230,2245313,2400231,1631674,884061
Tunisia,TUN,1995,1336354,2297471,2598338,1814246,1078991
Tunisia,TUN,2000,1890356,2904475,2688556,1641036,583924
Tunisia,TUN,2005,2404546,3512279,2652283,1193791,343879
Tunisia,TUN,2010,3524542,3871201,2262472,764051,212979
Tunisia,TUN,2015,4917777,4307417,1615784,311450,27523
Turkey,TUR,1987,14199746,16888872,13271610,5637940,1102762
Turkey,TUR,1994,17039209,18789448,13538091,6498565,1698896
Turkey,TUR,2002,21702519,21498767,14110240,6462902,1370929
Turkey,TUR,2003,20383680,21252529,14901987,6995226,2555980
Turkey,TUR,2004,29076546,19835981,11603349,5134712,1360342
Turkey,TUR,2005,30969633,20251153,10281006,4812275,1589394
Turkey,TUR,2006,33537628,20192024,9618812,4191193,1217152
Turkey,TUR,2007,36614584,19656561,8882977,3519453,908279
Turkey,TUR,2008,41262466,18095392,7219637,3443289,397828
Turkey,TUR,2009,40769416,19349279,7893021,2795898,513792
Turkey,TUR,2010,42086965,19236641,7908401,2535341,559644
Turkey,TUR,2011,45264384,18552298,6670901,2860542,95129
Turkey,TUR,2012,47395781,18043527,6861097,2281170,69471
Turkey,TUR,2013,49526746,18238668,6119573,1814129,226338
Turkey,TUR,2014,51187623,18349399,6076027,1458138,158075
Turkey,TUR,2015,50499142,19636352,6522887,1704257,166775
Turkey,TUR,2016,53695373,18581466,6264494,1124710,161825
Turkey,TUR,2017,56487037,17603582,5828730,1084636,112466
Turkey,TUR,2018,57841958,17479330,5892664,1092875,33263
Turkey,TUR,2019,58001635,16921395,6686972,1518750,300855
Turkmenistan,TKM,1998,81515,285304,719447,1128478,2198733
Tuvalu,TUV,2010,2249,3354,3069,1506,343
Uganda,UGA,1989,293757,812576,2084219,3804440,9768049
Uganda,UGA,1992,243251,533347,1607398,4216907,11960765
Uganda,UGA,1996,214225,762151,1926051,4795527,13334863
Uganda,UGA,1999,284259,777196,1826523,4582628,15481800
Uganda,UGA,2002,445006,976832,2295248,4947199,16502976
Uganda,UGA,2005,547227,1505084,3416371,6426711,15789197
Uganda,UGA,2009,1158907,2206006,4961600,8849420,14235163
Uganda,UGA,2012,1348467,3147089,6788193,10923852,12351099
Uganda,UGA,2016,1412541,3491699,7129801,11220576,16394556
Uganda,UGA,2019,1268211,3582211,8196380,13075907,18146878
Ukraine,UKR,1992,9660575,22485016,13964522,4643835,1396452
Ukraine,UKR,1993,9332249,22283287,16380311,3592856,590497
Ukraine,UKR,1995,10510667,17125524,14239887,7167096,2469626
Ukraine,UKR,1996,6639066,16383061,17405861,8063680,2566132
Ukraine,UKR,1999,1723688,10688202,20282120,13446643,3533347
Ukraine,UKR,2002,7411815,19806012,16030903,4226224,727516
Ukraine,UKR,2003,9762124,21514623,13655486,2614295,266421
Ukraine,UKR,2004,13476698,21317065,10369814,2070143,217906
Ukraine,UKR,2005,19057515,20059829,6933154,955890,98783
Ukraine,UKR,2006,21150429,19353133,5639729,599247,45248
Ukraine,UKR,2007,20092067,20496017,5488050,396398,36823
Ukraine,UKR,2008,25416336,17502167,3181496,153584,4606
Ukraine,UKR,2009,22638938,19650473,3511433,227239,25248
Ukraine,UKR,2010,25845829,17586633,2326990,109985,1304
Ukraine,UKR,2011,27334644,16307777,1986421,77244,0
Ukraine,UKR,2012,28736499,15307022,1465711,84110,0
Ukraine,UKR,2013,31589847,12619452,1243788,36561,0
Ukraine,UKR,2014,30011652,14127391,1080397,49821,2894
Ukraine,UKR,2015,24627240,17688946,2619491,209481,8878
Ukraine,UKR,2016,25554025,16941280,2315866,193502,0
Ukraine,UKR,2017,28281606,14473597,1962254,103393,10285
Ukraine,UKR,2018,29666691,13452766,1343439,155189,4433
Ukraine,UKR,2019,33117784,10165906,993851,108662,0
Ukraine,UKR,2020,32469356,10548476,1081945,26472,8444
United Arab Emirates,ARE,2013,9197908,0,0,0,0
United Kingdom,GBR,1969,37293390,15377840,2495036,145581,129903
United Kingdom,GBR,1974,51032719,4636912,426928,0,133415
United Kingdom,GBR,1979,52456717,3103620,406426,153949,126239
United Kingdom,GBR,1986,51591357,3823782,565908,278263,422086
United Kingdom,GBR,1991,53132764,3602890,402865,148101,138277
United Kingdom,GBR,1994,55407605,2025551,144176,145700,142713
United Kingdom,GBR,1995,55557104,2028584,148961,140992,143389
United Kingdom,GBR,1996,56131224,1747489,144933,0,143304
United Kingdom,GBR,1997,56278854,1747520,146391,0,144189
United Kingdom,GBR,1998,56734720,1462836,145965,0,143620
United Kingdom,GBR,1999,57216028,1177124,143469,0,145845
United Kingdom,GBR,2000,57572165,1027820,146386,0,146143
United Kingdom,GBR,2001,58233134,591939,0,153769,140831
United Kingdom,GBR,2002,58335378,592743,298118,0,144240
United Kingdom,GBR,2003,58603993,746743,148931,0,147910
United Kingdom,GBR,2004,58032187,1231191,366679,135099,222749
United Kingdom,GBR,2005,58491389,1203720,251470,138611,316016
United Kingdom,GBR,2006,59399646,968774,251214,106743,120443
United Kingdom,GBR,2007,60094661,716945,189469,157776,163612
United Kingdom,GBR,2008,60399864,811905,268451,144504,182271
United Kingdom,GBR,2009,60937494,972961,197894,60403,107518
United Kingdom,GBR,2010,61406553,942301,215498,113522,88491
United Kingdom,GBR,2011,61930330,864324,150358,74086,239712
United Kingdom,GBR,2012,62705050,619518,217803,50243,107601
United Kingdom,GBR,2013,62932467,930061,119835,43560,102350
United Kingdom,GBR,2014,63510025,702547,199195,69568,120963
United Kingdom,GBR,2015,63693968,970220,246036,109976,96019
United Kingdom,GBR,2016,64627813,659584,104898,84648,134650
United Kingdom,GBR,2017,64597510,889171,263101,112185,196892
United States,USA,1974,203185242,6937167,1593111,1081865,1056615
United States,USA,1979,218306119,3940585,1121232,563683,1123381
United States,USA,1986,230529365,6605150,1198905,601346,1198234
United States,USA,1991,243500957,6330094,1254754,631840,1263355
United States,USA,1992,246260976,6419539,1909813,646490,1277182
United States,USA,1993,248875999,7797457,1300391,646445,1298708
United States,USA,1994,253261388,5926354,1972392,650781,1315085
United States,USA,1995,256959229,5995638,1332079,659714,1331340
United States,USA,1996,260642155,5387735,1347574,672838,1343698
United States,USA,1997,263115324,6137240,1362067,0,2042369
United States,USA,1998,266897275,4823070,1376133,691833,2065689
United States,USA,1999,270673393,4881808,1397423,0,2087376
United States,USA,2000,273701149,4936058,1410128,0,2115076
United States,USA,2001,275711504,4983577,1429099,709483,2135292
United States,USA,2002,278279113,5033128,1438112,720769,2154071
United States,USA,2003,279958247,5075852,1449563,730677,2893594
United States,USA,2004,282559259,5122518,1465124,730689,2927708
United States,USA,2005,285174098,5935152,718425,734551,2954373
United States,USA,2006,288683542,4475572,1494838,745416,2980544
United States,USA,2007,291448929,5270708,746756,752832,3011982
United States,USA,2008,293453732,5322693,1517356,760008,3040177
United States,USA,2009,297570009,4600437,1535251,0,3065832
United States,USA,2010,298505108,5409112,1552330,768167,3092426
United States,USA,2011,300679911,5451643,1558997,780285,3112645
United States,USA,2012,303683098,4705171,1572583,782805,3134005
United States,USA,2013,305797489,4732851,1585720,797624,3146263
United States,USA,2014,307251834,4767081,1593923,797015,3976476
United States,USA,2015,310322924,4806633,1602804,0,4006633
United States,USA,2016,313381996,4037955,1620082,802972,3228750
United States,USA,2017,315387802,4044956,813568,812026,4063776
United States,USA,2018,317857468,3262038,1634724,816267,3267702
United States,USA,2019,320123470,3288377,1637530,0,3280576
Uruguay,URY,2006,1926878,834537,442141,106180,15667
Uruguay,URY,2007,2045378,796088,391225,88011,11051
Uruguay,URY,2008,2247185,743871,287522,55418,6225
Uruguay,URY,2009,2348988,673636,266251,53945,6856
Uruguay,URY,2010,2397963,673750,243196,39243,5121
Uruguay,URY,2011,2600755,570710,163195,30362,3904
Uruguay,URY,2012,2689666,502429,149246,32530,5104
Uruguay,URY,2013,2728648,490043,141925,23272,5548
Uruguay,URY,2014,2814748,442140,120981,18646,3924
Uruguay,URY,2015,2832384,444528,112365,18244,4492
Uruguay,URY,2016,2844582,452131,107915,16938,2573
Uruguay,URY,2017,2914720,422662,86612,10790,1861
Uruguay,URY,2018,2903810,443552,89027,10975,1926
Uruguay,URY,2019,2881116,471380,93573,12235,3427
Uruguay,URY,2020,2771093,543522,136154,16557,6401
Uruguay - urban,,1981,1655000,523749,252013,86236,0
Uruguay - urban,,1989,1920320,544519,195071,61737,15874
Uruguay - urban,,1992,2074372,521252,167182,50205,14236
Uruguay - urban,,1995,2172471,507797,179076,46909,13070
Uruguay - urban,,1996,2168868,525523,186312,55438,13619
Uruguay - urban,,1997,2160426,566443,190439,47289,16054
Uruguay - urban,,1998,2238262,517706,190292,45921,17487
Uruguay - urban,,2000,2195263,577402,218361,48586,15473
Uruguay - urban,,2001,2134242,614969,244303,63043,12952
Uruguay - urban,,2002,1950120,699951,327548,85415,15854
Uruguay - urban,,2003,1699858,819540,429558,115569,20763
Uruguay - urban,,2004,1707460,778122,427539,153569,24883
Uruguay - urban,,2005,1800629,752175,400735,123981,22350
Uzbekistan,UZB,1998,795512,2336058,5207028,6106622,9605780
Uzbekistan,UZB,2000,172189,709017,2442288,6177128,15149778
Uzbekistan,UZB,2002,160402,832276,2641619,7099988,14537565
Uzbekistan,UZB,2003,154248,778905,2595744,6295735,15743018
Vanuatu,VUT,2010,17539,47590,78049,61992,31046
Vanuatu,VUT,2019,18830,76773,107407,70946,25926
Venezuela,VEN,1981,6768311,3517670,2605600,1769624,936673
Venezuela,VEN,1987,7357398,4154151,3263956,2315491,1141737
Venezuela,VEN,1989,8571166,5437772,3029950,1176044,951542
Venezuela,VEN,1992,8302771,6495787,3567468,1297953,893715
Venezuela,VEN,1995,6076684,6100704,4943979,2752792,2056928
Venezuela,VEN,1998,6974746,6387360,4886808,2759862,2279791
Venezuela,VEN,1999,6048026,6504754,5333121,3209115,2644819
Venezuela,VEN,2001,6798095,6812270,5595547,3153155,2287404
Venezuela,VEN,2002,5322328,6084231,5938856,3858729,3896263
